;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
№ ФП массового учебника;Система;Код 1С;Класс;"Автор в 1С издательства ""Просвещение""";"Наименование в 1С издательства ""Просвещение""";Линия УМК;Примечание;Год издания;Цена с НДС, руб. ;Заказ (количество экз);Система
1.2.1.3.8.3;;24-3441-01;7;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 7 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1210,00;;
1.2.1.3.8.3;;24-3442-01;7;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 7 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1430,00;;
1.2.1.3.8.3;;24-3443-01;7;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 7 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1210,00;;
1.2.1.3.8.4;;24-3444-01;8;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 8 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1375,00;;
1.2.1.3.8.4;;24-3445-01;8;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 8 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1375,00;;
1.2.1.3.8.4;;24-3446-01;8;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 8 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1375,00;;
1.2.1.3.8.4;;24-3447-01;8;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 8 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1320,00;;
1.2.1.3.8.5;;24-3449-01;9;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 9 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1320,00;;
1.2.1.3.8.5;;24-3451-01;9;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 9 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1320,00;;
1.2.1.3.8.5;;24-3453-01;9;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 9 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1320,00;;
1.2.1.3.8.5;;24-3455-01;9;Кузовлев В. П., Лапа Н. М., Перегудова Э. Ш. и др.;Английский язык. 9 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Кузовлев В.П. (5-9);;2016;1210,00;;
1.2.1.3.10.1;;25-0635-01;5;Бим И. Л., Рыжова Л. И.;Немецкий язык. 5 класс.. В 5-и ч.. Ч.1 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1155,00;;
1.2.1.3.10.1;;25-0636-01;5;Бим И. Л., Рыжова Л. И.;Немецкий язык. 5 класс.. В 5-и ч.. Ч.2 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1155,00;;
1.2.1.3.10.1;;25-0637-01;5;Бим И. Л., Рыжова Л. И.;Немецкий язык. 5 класс.. В 5-и ч.. Ч.3 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1155,00;;
1.2.1.3.10.1;;25-0638-01;5;Бим И. Л., Рыжова Л. И.;Немецкий язык. 5 класс.. В 5-и ч.. Ч.4 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1155,00;;
1.2.1.3.10.1;;25-0639-01;5;Бим И. Л., Рыжова Л. И.;Немецкий язык. 5 класс.. В 5-и ч.. Ч.5 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1155,00;;
1.2.1.3.10.2;;25-0612-01;6;Бим И. Л., Садомова Л. В., Санникова Л. М.;Немецкий язык. 6 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1210,00;;
1.2.1.3.10.2;;25-0613-01;6;Бим И. Л., Садомова Л. В., Санникова Л. М.;Немецкий язык. 6 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1430,00;;
1.2.1.3.10.2;;25-0614-01;6;Бим И. Л., Садомова Л. В., Санникова Л. М.;Немецкий язык. 6 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1540,00;;
1.2.1.3.10.2;;25-0615-01;6;Бим И. Л., Садомова Л. В., Санникова Л. М.;Немецкий язык. 6 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1210,00;;
1.2.1.3.10.3;;25-0617-01;7;Бим И. Л., Садомова Л. В., Крылова Ж. Я. и др.;Немецкий язык. 7 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1210,00;;
1.2.1.3.10.3;;25-0618-01;7;Бим И. Л., Садомова Л. В., Крылова Ж. Я. и др.;Немецкий язык. 7 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1320,00;;
1.2.1.3.10.3;;25-0620-01;7;Бим И. Л., Садомова Л. В., Крылова Ж. Я. и др.;Немецкий язык. 7 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1210,00;;
1.2.1.3.10.3;;25-0621-01;7;Бим И. Л., Садомова Л. В., Крылова Ж. Я. и др.;Немецкий язык. 7 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1210,00;;
1.2.1.3.10.4;;25-0624-01;8;Бим И. Л., Садомова Л. В., Крылова Ж. Я. и др.;Немецкий язык. 8 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1155,00;;
1.2.1.3.10.4;;25-0626-01;8;Бим И. Л., Садомова Л. В., Крылова Ж. Я. и др.;Немецкий язык. 8 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1210,00;;
1.2.1.3.10.4;;25-0627-01;8;Бим И. Л., Садомова Л. В., Крылова Ж. Я. и др.;Немецкий язык. 8 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1155,00;;
1.2.1.3.10.4;;25-0628-01;8;Бим И. Л., Садомова Л. В., Крылова Ж. Я. и др.;Немецкий язык. 8 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1155,00;;
1.2.1.3.10.5;;25-0632-01;9;Бим И. Л., Садомова Л. В.;Немецкий язык. 9 класс. В 3-х ч.. Ч.1 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1320,00;;
1.2.1.3.10.5;;25-0633-01;9;Бим И. Л., Садомова Л. В.;Немецкий язык. 9 класс. В 3-х ч.. Ч.2 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1320,00;;
1.2.1.3.10.5;;25-0634-01;9;Бим И. Л., Садомова Л. В.;Немецкий язык. 9 класс. В 3-х ч.. Ч.3 (для слабовидящих обучающихся);Бим И.Л. (5-9);;2016;1210,00;;
1.2.1.4.2.1;;26-0540-01;5;Береговская Э. М., Белосельская Т. В.;Французский язык. Второй иностранный язык. 5 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Синяя птица (5-9);;2016;1320,00;;
1.2.1.4.2.1;;26-0541-01;5;Береговская Э. М., Белосельская Т. В.;Французский язык. Второй иностранный язык. 5 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Синяя птица (5-9);;2016;1320,00;;
1.2.1.4.2.1;;26-0542-01;5;Береговская Э. М., Белосельская Т. В.;Французский язык. Второй иностранный язык. 5 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Синяя птица (5-9);;2016;1320,00;;
1.2.1.4.2.1;;26-0543-01;5;Береговская Э. М., Белосельская Т. В.;Французский язык. Второй иностранный язык. 5 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Синяя птица (5-9);;2016;1320,00;;
1.2.1.4.2.4;;26-0544-01;9;Селиванова Н. А., Шашурина А. Ю.;Французский язык. Второй иностранный язык. 9 класс. В 3-х ч. Ч.1 (для слабовидящих обучающихся);Синяя птица (5-9);;2016;1210,00;;
1.2.1.4.2.4;;26-0545-01;9;Селиванова Н. А., Шашурина А. Ю.;Французский язык. Второй иностранный язык. 9 класс. В 3-х ч. Ч.2 (для слабовидящих обучающихся);Синяя птица (5-9);;2016;1210,00;;
1.2.1.4.2.4;;26-0546-01;9;Селиванова Н. А., Шашурина А. Ю.;Французский язык. Второй иностранный язык. 9 класс. В 3-х ч. Ч.3 (для слабовидящих обучающихся);Синяя птица (5-9);;2016;1265,00;;
1.2.1.3.13.3;;26-0535-01;7;Кулигина А. С., Щепилова А. В.;Французский язык. 7 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Твой друг французский язык (5-9);;2016;1265,00;;
1.2.1.3.13.3;;26-0536-01;7;Кулигина А. С., Щепилова А. В.;Французский язык. 7 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Твой друг французский язык (5-9);;2016;1265,00;;
1.2.1.3.13.3;;26-0537-01;7;Кулигина А. С., Щепилова А. В.;Французский язык. 7 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Твой друг французский язык (5-9);;2016;1265,00;;
1.2.1.3.13.3;;26-0538-01;7;Кулигина А. С., Щепилова А. В.;Французский язык. 7 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Твой друг французский язык (5-9);;2016;1265,00;;
1.2.1.4.1.1;;25-0605-01;5;Аверин М.М., Джин Ф. ., Рорман Л. . и др.;Немецкий язык. Второй иностранный язык. 5 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Горизонты (5-9);;2016;1210,00;;
1.2.1.4.1.1;;25-0607-01;5;Аверин М.М., Джин Ф. ., Рорман Л. . и др.;Немецкий язык. Второй иностранный язык. 5 класс. В 4-х ч. Ч.2 (для слабовидящих обучающихся);Горизонты (5-9);;2016;1210,00;;
1.2.1.4.1.1;;25-0610-01;5;Аверин М.М., Джин Ф. ., Рорман Л. . и др.;Немецкий язык. Второй иностранный язык. 5 класс. В 4-х ч. Ч.3 (для слабовидящих обучающихся);Горизонты (5-9);;2016;1210,00;;
1.2.1.4.1.1;;25-0611-01;5;Аверин М.М., Джин Ф. ., Рорман Л. . и др.;Немецкий язык. Второй иностранный язык. 5 класс. В 4-х ч. Ч.4 (для слабовидящих обучающихся);Горизонты (5-9);;2016;1045,00;;
1.2.1.4.1.2;;25-0616-01;6;Аверин М.М., Джин Ф. ., Рорман Л. .;Немецкий язык. Второй иностарнный язык. 6 класс. В 4-х ч. Ч.1 (для слабовидящих обучающихся);Горизонты (5-9);;2016;1045,00;;
