IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP227;IP_PROP228;IP_PROP230;IP_PROP229;IP_PROP226;IP_PROP231;IC_GROUP0;IC_GROUP1;IC_GROUP2
233028;233027;233028;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233027;85,00;;;
233030;233029;233030;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233029;85,00;;;
233032;233031;233032;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233031;85,00;;;
233034;233033;233034;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233033;85,00;;;
233036;233035;233036;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233035;85,00;;;
233038;233037;233038;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233037;85,00;;;
233040;233039;233040;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233039;85,00;;;
233042;233041;233042;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233041;85,00;;;
233044;233043;233044;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233043;85,00;;;
233046;233045;233046;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233045;85,00;;;
233048;233047;233048;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233047;85,00;;;
233050;233049;233050;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233049;85,00;;;
233052;233051;233052;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233051;85,00;;;
233054;233053;233054;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233053;85,00;;;
233056;233055;233056;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233055;85,00;;;
233058;233057;233058;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233057;85,00;;;
233060;233059;233060;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233059;85,00;;;
233062;233061;233062;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233061;85,00;;;
233064;233063;233064;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233063;85,00;;;
233066;233065;233066;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233065;85,00;;;
233068;233067;233068;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233067;85,00;;;
233070;233069;233070;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233069;85,00;;;
233072;233071;233072;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233071;85,00;;;
233074;233073;233074;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233073;85,00;;;
233076;233075;233076;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233075;85,00;;;
233078;233077;233078;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233077;85,00;;;
233080;233079;233080;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233079;85,00;;;
233082;233081;233082;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233081;85,00;;;
233084;233083;233084;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233083;85,00;;;
233086;233085;233086;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233085;85,00;;;
233088;233087;233088;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233087;85,00;;;
233090;233089;233090;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233089;85,00;;;
233092;233091;233092;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233091;85,00;;;
233094;233093;233094;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233093;85,00;;;
233096;233095;233096;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233095;85,00;;;
233098;233097;233098;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233097;85,00;;;
233100;233099;233100;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233099;85,00;;;
233102;233101;233102;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233101;85,00;;;
233104;233103;233104;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233103;85,00;;;
233106;233105;233106;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233105;85,00;;;
233108;233107;233108;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233107;85,00;;;
233110;233109;233110;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233109;85,00;;;
233112;233111;233112;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233111;85,00;;;
233114;233113;233114;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233113;85,00;;;
233116;233115;233116;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233115;85,00;;;
233118;233117;233118;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233117;85,00;;;
233120;233119;233120;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233119;85,00;;;
233122;233121;233122;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233121;85,00;;;
233124;233123;233124;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233123;85,00;;;
233126;233125;233126;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233125;85,00;;;
233128;233127;233128;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233127;85,00;;;
233130;233129;233130;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233129;85,00;;;
233132;233131;233132;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233131;85,00;;;
233134;233133;233134;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233133;85,00;;;
233136;233135;233136;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233135;85,00;;;
233138;233137;233138;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233137;85,00;;;
233140;233139;233140;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233139;85,00;;;
233142;233141;233142;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233141;85,00;;;
233144;233143;233144;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233143;85,00;;;
233146;233145;233146;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233145;85,00;;;
233148;233147;233148;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233147;85,00;;;
233150;233149;233150;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233149;85,00;;;
233152;233151;233152;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233151;85,00;;;
233154;233153;233154;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233153;85,00;;;
233156;233155;233156;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233155;85,00;;;
233158;233157;233158;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233157;85,00;;;
233160;233159;233160;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233159;85,00;;;
233162;233161;233162;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233161;85,00;;;
233164;233163;233164;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233163;85,00;;;
233166;233165;233166;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233165;85,00;;;
233168;233167;233168;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233167;85,00;;;
233170;233169;233170;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233169;85,00;;;
233172;233171;233172;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233171;85,00;;;
233174;233173;233174;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233173;85,00;;;
233176;233175;233176;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233175;85,00;;;
233178;233177;233178;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233177;85,00;;;
233180;233179;233180;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233179;85,00;;;
233182;233181;233182;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233181;85,00;;;
233184;233183;233184;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233183;85,00;;;
233186;233185;233186;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233185;85,00;;;
233188;233187;233188;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233187;85,00;;;
233190;233189;233190;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233189;85,00;;;
233192;233191;233192;Y;;;;;text;;;text;;500;;184;115;231587;02.09.2017;233191;85,00;;;
233788;233787;233788;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233787;85;;;
233790;233789;233790;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233789;85;;;
233792;233791;233792;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233791;85;;;
233794;233793;233794;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233793;85;;;
233796;233795;233796;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233795;85;;;
233798;233797;233798;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233797;85;;;
233800;233799;233800;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233799;85;;;
233802;233801;233802;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233801;85;;;
233804;233803;233804;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233803;85;;;
233806;233805;233806;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233805;85;;;
233808;233807;233808;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233807;85;;;
233810;233809;233810;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233809;85;;;
233812;233811;233812;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233811;85;;;
233814;233813;233814;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233813;85;;;
233816;233815;233816;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233815;85;;;
233818;233817;233818;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233817;85;;;
233820;233819;233820;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233819;85;;;
233822;233821;233822;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233821;85;;;
233824;233823;233824;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233823;85;;;
233826;233825;233826;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233825;85;;;
233828;233827;233828;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233827;85;;;
233830;233829;233830;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233829;85;;;
233832;233831;233832;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233831;85;;;
233834;233833;233834;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233833;85;;;
233836;233835;233836;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233835;85;;;
233838;233837;233838;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233837;85;;;
233840;233839;233840;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233839;85;;;
233842;233841;233842;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233841;85;;;
233844;233843;233844;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233843;85;;;
233846;233845;233846;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233845;85;;;
233848;233847;233848;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233847;85;;;
233850;233849;233850;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233849;85;;;
233852;233851;233852;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233851;85;;;
233854;233853;233854;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233853;85;;;
233856;233855;233856;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233855;85;;;
233858;233857;233858;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233857;85;;;
233860;233859;233860;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233859;85;;;
233862;233861;233862;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233861;85;;;
233864;233863;233864;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233863;85;;;
233866;233865;233866;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233865;85;;;
233868;233867;233868;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233867;85;;;
233870;233869;233870;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233869;85;;;
233872;233871;233872;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233871;85;;;
233874;233873;233874;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233873;85;;;
233876;233875;233876;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233875;85;;;
233878;233877;233878;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233877;85;;;
233880;233879;233880;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233879;85;;;
233882;233881;233882;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233881;85;;;
233884;233883;233884;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233883;85;;;
233886;233885;233886;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233885;85;;;
233888;233887;233888;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233887;85;;;
233890;233889;233890;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233889;85;;;
233892;233891;233892;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233891;85;;;
233894;233893;233894;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233893;85;;;
233896;233895;233896;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233895;85;;;
233898;233897;233898;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233897;85;;;
233900;233899;233900;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233899;85;;;
233902;233901;233902;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233901;85;;;
233904;233903;233904;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233903;85;;;
233906;233905;233906;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233905;85;;;
233908;233907;233908;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233907;85;;;
233910;233909;233910;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233909;85;;;
233912;233911;233912;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233911;85;;;
233914;233913;233914;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233913;85;;;
233916;233915;233916;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233915;85;;;
233918;233917;233918;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233917;85;;;
233920;233919;233920;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233919;85;;;
233922;233921;233922;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233921;85;;;
233924;233923;233924;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233923;85;;;
233926;233925;233926;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233925;85;;;
233928;233927;233928;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233927;85;;;
233930;233929;233930;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233929;85;;;
233932;233931;233932;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233931;85;;;
233934;233933;233934;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233933;85;;;
233936;233935;233936;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233935;85;;;
233938;233937;233938;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233937;85;;;
233940;233939;233940;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233939;85;;;
233942;233941;233942;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233941;85;;;
233944;233943;233944;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233943;85;;;
233946;233945;233946;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233945;85;;;
233948;233947;233948;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233947;85;;;
233950;233949;233950;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233949;85;;;
233952;233951;233952;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233951;85;;;
233954;233953;233954;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233953;85;;;
233956;233955;233956;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233955;85;;;
233958;233957;233958;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233957;85;;;
233960;233959;233960;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233959;85;;;
233962;233961;233962;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233961;85;;;
233964;233963;233964;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233963;85;;;
233966;233965;233966;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233965;85;;;
233968;233967;233968;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233967;85;;;
233970;233969;233970;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233969;85;;;
233972;233971;233972;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233971;85;;;
233974;233973;233974;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233973;85;;;
233976;233975;233976;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233975;85;;;
233978;233977;233978;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233977;85;;;
233980;233979;233980;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233979;85;;;
233982;233981;233982;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233981;85;;;
233984;233983;233984;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233983;85;;;
233986;233985;233986;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233985;85;;;
233988;233987;233988;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233987;85;;;
233990;233989;233990;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233989;85;;;
233992;233991;233992;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233991;85;;;
233994;233993;233994;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233993;85;;;
233996;233995;233996;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233995;85;;;
233998;233997;233998;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233997;85;;;
234000;233999;234000;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;233999;85;;;
234002;234001;234002;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234001;85;;;
234004;234003;234004;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234003;85;;;
234006;234005;234006;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234005;85;;;
234008;234007;234008;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234007;85;;;
234010;234009;234010;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234009;85;;;
234012;234011;234012;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234011;85;;;
234014;234013;234014;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234013;85;;;
234016;234015;234016;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234015;85;;;
234018;234017;234018;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234017;85;;;
234020;234019;234020;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234019;85;;;
234022;234021;234022;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234021;85;;;
234024;234023;234024;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234023;85;;;
234026;234025;234026;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234025;85;;;
234028;234027;234028;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234027;85;;;
234030;234029;234030;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234029;85;;;
234032;234031;234032;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234031;85;;;
234034;234033;234034;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234033;85;;;
234036;234035;234036;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234035;85;;;
234038;234037;234038;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234037;85;;;
234040;234039;234040;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234039;85;;;
234042;234041;234042;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234041;85;;;
234044;234043;234044;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234043;85;;;
234046;234045;234046;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234045;85;;;
234048;234047;234048;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234047;85;;;
234050;234049;234050;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234049;85;;;
234052;234051;234052;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234051;85;;;
234054;234053;234054;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234053;85;;;
234056;234055;234056;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234055;85;;;
234058;234057;234058;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234057;85;;;
234060;234059;234060;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234059;85;;;
234062;234061;234062;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234061;85;;;
234064;234063;234064;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234063;85;;;
234066;234065;234066;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234065;85;;;
234068;234067;234068;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234067;85;;;
234070;234069;234070;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234069;85;;;
234072;234071;234072;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234071;85;;;
234074;234073;234074;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234073;85;;;
234076;234075;234076;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234075;85;;;
234078;234077;234078;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234077;85;;;
234080;234079;234080;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234079;85;;;
234082;234081;234082;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234081;85;;;
234084;234083;234084;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234083;85;;;
234086;234085;234086;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234085;85;;;
234088;234087;234088;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234087;85;;;
234090;234089;234090;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234089;85;;;
234092;234091;234092;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234091;85;;;
234094;234093;234094;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234093;85;;;
234096;234095;234096;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234095;85;;;
234098;234097;234098;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234097;85;;;
234100;234099;234100;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234099;85;;;
234102;234101;234102;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234101;85;;;
234104;234103;234104;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234103;85;;;
234106;234105;234106;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234105;85;;;
234108;234107;234108;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234107;85;;;
234110;234109;234110;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234109;85;;;
234112;234111;234112;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234111;85;;;
234114;234113;234114;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234113;85;;;
234116;234115;234116;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234115;85;;;
234118;234117;234118;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234117;85;;;
234120;234119;234120;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234119;85;;;
234122;234121;234122;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234121;85;;;
234124;234123;234124;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234123;85;;;
234126;234125;234126;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234125;85;;;
234128;234127;234128;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234127;85;;;
234130;234129;234130;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234129;85;;;
234132;234131;234132;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234131;85;;;
234134;234133;234134;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234133;85;;;
234136;234135;234136;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234135;85;;;
234138;234137;234138;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234137;85;;;
234140;234139;234140;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234139;85;;;
234142;234141;234142;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234141;85;;;
234144;234143;234144;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234143;85;;;
234146;234145;234146;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234145;85;;;
234148;234147;234148;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234147;85;;;
234150;234149;234150;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234149;85;;;
234152;234151;234152;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234151;85;;;
234154;234153;234154;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234153;85;;;
234156;234155;234156;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234155;85;;;
234158;234157;234158;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234157;85;;;
234160;234159;234160;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234159;85;;;
234162;234161;234162;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234161;85;;;
234164;234163;234164;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234163;85;;;
234166;234165;234166;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234165;85;;;
234168;234167;234168;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234167;85;;;
234170;234169;234170;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234169;85;;;
234172;234171;234172;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234171;85;;;
234174;234173;234174;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234173;85;;;
234176;234175;234176;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234175;85;;;
234178;234177;234178;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234177;85;;;
234180;234179;234180;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234179;85;;;
234182;234181;234182;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234181;85;;;
234184;234183;234184;Y;;;;;text;;;text;;500;;184;121;231587;02.09.2017;234183;85;;;
