12-0711-01_l5;Чертов В. Ф., Трубина Л. А., Ипполитова Н. А. и др.;Литература. 5 класс. В 2-х ч. Ч. 1. Электронная форма учебника. (Лицензия 5 лет);5;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0714-01_l5;Чертов В. Ф., Трубина Л. А., Ипполитова Н. А. и др.;Литература. 5 класс. В 2-х ч. Ч. 2. Электронная форма учебника.  (Лицензия 5 лет);5;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0715-01_l5;Чертов В. Ф., Трубина Л. А., Ипполитова Н. А.;Литература. 6 класс. В 2-х ч. Ч.1. Электронная форма учебника. (Лицензия 5 лет);6;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0716-01_l5;Чертов В. Ф., Трубина Л. А., Ипполитова Н. А.;Литература. 6 класс. В 2-х ч. Ч.2. Электронная форма учебника. (Лицензия 5 лет);6;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0717-01_l5;Чертов В. Ф., Трубина Л. А., Ипполитова Н. А. и др.;Литература. 7 класс. В 2-х ч. Ч.1. Электронная форма учебника. (Лицензия 5 лет);7;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0718-01_l5;Чертов В. Ф., Трубина Л. А., Ипполитова Н. А. и др.;Литература. 7 класс. В 2-х ч. Ч.2. Электронная форма учебника. (Лицензия 5 лет);7;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0719-01_l5;Чертов В. Ф., Трубина Л. А., Антипова А. М. и др.;Литература. 8 класс. В 2-х ч. Ч.1. Электронная форма учебника. (Лицензия 5 лет);8;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0720-01_l5;Чертов В. Ф., Трубина Л. А., Антипова А. М. и др.;Литература. 8 класс. В 2-х ч. Ч.2. Электронная форма учебника. (Лицензия 5 лет);8;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0721-01_l5;Чертов В. Ф., Трубина Л. А., Антипова А. М. и др. / Под ред. Чертова В. Ф.;Литература. 9 класс. В 2-х ч. Ч. 1. Электронная форма учебника.  (Лицензия 5 лет);9;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0722-01_l5;Чертов В. Ф., Трубина Л. А., Антипова А. М. и др. / Под ред. Чертова В. Ф.;Литература. 9 класс. В 2-х ч. Ч. 2. Электронная форма учебника.  (Лицензия 5 лет);9;Чертов В.Ф. (5-9);;99.99.99.99.99.99;181
12-0723-01_l5;Лебедев Ю. В., Романова А. Н., Смирнова Л.Н.;Русский язык и литература. Литература. 10 класс. В 2-х частях. Ч.1. Электронная форма учебника. (Лицензия 5 лет);10;Лебедев Ю.В. (10-11) (Базовый);;99.99.99.99.99.99;181
12-0724-01_l5;Лебедев Ю. В., Романова А. Н., Смирнова Л.Н.;Русский язык и литература. Литература. 10 класс. В 2-х частях. Ч.2. Электронная форма учебника. (Лицензия 5 лет);10;Лебедев Ю.В. (10-11) (Базовый);;99.99.99.99.99.99;181
12-0726-01_l5;Михайлов О.Н., Шайтанов И.О., Чалмаев В.А. и др. / Под ред. Журавлёва В.П.;Русский язык и литература. Литература. 11 класс. 2-х частях. Ч.1. Электронная форма учебника. (Лицензия 5 лет);11;Лебедев Ю.В. (10-11) (Базовый);;99.99.99.99.99.99;181
12-0728-01_l5;Михайлов О.Н., Шайтанов И.О., Чалмаев В.А. и др. / Под ред. Журавлёва В.П.;Русский язык и литература. Литература. 11 класс. В 2-х частях. Ч.2. Электронная форма учебника. (Лицензия 5 лет);11;Лебедев Ю.В. (10-11) (Базовый);;99.99.99.99.99.99;181
13-0582-02_l5;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. / Под ред. Теляковского С. А.;Алгебра. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Макарычев Ю.Н. (7-9);;99.99.99.99.99.99;181
13-0621-02_l5;Никольский С. М.;Математика. 5 класс. Электронная форма учебника. (Лицензия 5 лет);5;Никольский С.М. (5-6);;99.99.99.99.99.99;181
13-0696-02_l5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Математика. 6 класс. Электронная форма учебника. (Лицензия 5 лет);6;Никольский С.М. (5-6);;99.99.99.99.99.99;181
13-0706-02_l5;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. и др.;Алгебра. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Макарычев Ю.Н. (7-9);;99.99.99.99.99.99;181
13-0756-02_l5;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Алгебра. 7 класс Электронная форма учебника. (Лицензия 5 лет);7;Колягин Ю.М. (7-9);;99.99.99.99.99.99;181
13-0757-02_l5;Колягин Ю. М., Ткачева М. В., Федорова Н. Е.;Алгебра. 8 кл. Электронная форма учебника. (Лицензия 5 лет);8;Колягин Ю.М. (7-9);;99.99.99.99.99.99;181
13-0759-02_l5;Дорофеев Г. В., Шарыгин Д. И., Суворова С. Б. / Под ред. Дорофеева Г. В., Шарыгина Д. И.;Математика. 5 класс. Электронная форма учебника (Лицензия 5 лет);5;Дорофеев Г.В. (5-6);;99.99.99.99.99.99;181
13-0760-02_l5;Дорофеев Г. В., Шарыгин И. Ф., Суворова С. Б. / Под ред. Дорофеева Г. В., Шарыгина И. Ф.;Математика. 6 класс. Электронная форма учебника (Лицензия 5 лет);6;Дорофеев Г.В. (5-6);;99.99.99.99.99.99;181
13-0761-02_l5;Дорофеев Г. В., Суворова С. Б., Бунимович Е. А. / Под ред. Дорофеева Г. В.;Алгебра. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Дорофеев Г.В. (7-9);;99.99.99.99.99.99;181
13-0762-02_l5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Алгебра. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Никольский С.М. (7-9);;99.99.99.99.99.99;181
13-0763-02_l5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Алгебра. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Никольский С.М. (7-9);;99.99.99.99.99.99;181
13-0764-02_l5;Погорелов А. В.;Геометрия. 7-9 классы. Электронная форма учебника. (Лицензия 5 лет); 7 - 9;Погорелов А.В. (7-9);;99.99.99.99.99.99;181
13-0776-02_l5;Бунимович Е. А., Дорофеев Г. В., Суворова С. Б.;Математика. Арифметика. Геометрия. 5 класс. Электронная форма учебника. (Лицензия 5 лет);5;Сферы-Математика (5-6);;99.99.99.99.99.99;181
13-0777-02_l5;Бунимович Е. А., Кузнецова Л. В., Минаева С. С.;Математика. Арифметика. Геометрия. 6 класс. Электронная форма учебника. (Лицензия 5 лет);6;Сферы-Математика (5-6);;99.99.99.99.99.99;181
13-0778-02_l5;Атанасян Л. С., Бутузов В. Ф., Кадомцев С. Б.;Геометрия. 7-9 классы. Электронная форма учебника. (Лицензия 5 лет);7-9;Атанасян Л.С. (7-9);;99.99.99.99.99.99;181
13-0780-02_l5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Алгебра. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Никольский С.М. (7-9);;99.99.99.99.99.99;181
13-0782-02_l5;Макарычев Ю. Н., Миндюк Н. Г., Нешков К. И. / Под ред. Теляковского С. А.;Алгебра. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Макарычев Ю.Н. (7-9);;99.99.99.99.99.99;181
13-0784-02_l5;Дорофеев Г. В., Суворова С. Б., Бунимович Е. А. и др.;Алгебра. 8 класс. Электронная форма учебника (Лицензия 5 лет);8;Дорофеев Г.В. (7-9);;99.99.99.99.99.99;181
13-0785-02_l5;Дорофеев Г. В., Суворова С. Б., Бунимович Е. А. и др.;Алгебра. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Дорофеев Г.В. (7-9);;99.99.99.99.99.99;181
13-0786-02_l5;Колягин Ю. М., Ткачева М. В., Федорова Н. Е.;Алгебра. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Колягин Ю.М. (7-9);;99.99.99.99.99.99;181
13-0787-02_l5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Алгебра и начала математического анализа. 10 класс. Базовый и углублёный уровни. Электронная форма учебника. (Лицензия 5 лет);10;Никольский С.М.    (10-11) (Базовый / Профильный);;99.99.99.99.99.99;181
13-0788-02_l5;Никольский С. М., Потапов М. К., Решетников Н. Н. и др.;Алгебра и начала математического анализа. 11 класс. Базовый и углублёный уровни. Электронная форма учебника. (Лицензия 5 лет);11;Никольский С.М.    (10-11) (Базовый / Профильный);;99.99.99.99.99.99;181
13-0789-02_l5;Атанасян Л. С., Бутузов В. Ф., Кадомцев С. Б.;Геометрия. 10-11 классы. Базовый и углублённый уровни. Электронная форма учебника. (Лицензия 5 лет); 10 - 11;Атанасян Л.С. (10-11) (Базовый / Углубленный);;99.99.99.99.99.99;181
13-0791-02_l5;Колягин Ю. М., Ткачева М. В., Федорова Н. Е. и др.;Алгебра и начала математического анализа. 10 класс. Базовый и углублённый уровни. Электронная форма учебника. (Лицензия 5 лет);10;Колягин Ю.М.(10-11)  (Базовый / Углубленный);;99.99.99.99.99.99;181
13-0792-02_l5;Колягин Ю. М.;Алгебра и начала математического анализа. 11 класс. Базовый и углублённый уровни. Электронная форма учебника. (Лицензия 5 лет);11;Колягин Ю.М.(10-11)  (Базовый / Углубленный);;99.99.99.99.99.99;181
13-0793-02_l5;Пратусевич М. Я., Столбов К. М., Головин А. Н.;Математика: алгебра и начало математического анализа, геометрия. Алгебра и начало математического анализа. 10 класс. Электронное форма учебника. (Лицензия 5 лет);10;Пратусевич М.Я.(10-11) (Углубленный);;99.99.99.99.99.99;181
13-0794-02_l5;Пратусевич М. Я. и др.;Математика: алгебра и начало математического анализа, геометрия. Алгебра и начало математического анализа. 11 класс. Электронное форма учебника. (Лицензия 5 лет);11;Пратусевич М.Я.(10-11) (Углубленный);;99.99.99.99.99.99;181
13-0795-02_l5;Алимов Ш. А., Колягин Ю. М., Ткачева М. В.;Алгебра и начала математического анализа. 10-11 классы. Базовый уровень. Электронная форма учебника. (Лицензия 5 лет); 10 - 11;Алимов Ш.А. (10-11) (Базовый/ Углуболенный);;99.99.99.99.99.99;181
13-0796-02_l5;Александров А. Д., Вернер А. Л., Рыжик В. И.;Геометрия. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Александров А.Д. (7-9);;99.99.99.99.99.99;181
13-0797-02_l5;Александров А. Д., Вернер А. Л., Рыжик В. И.;Геометрия. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Александров А.Д. (7-9);;99.99.99.99.99.99;181
13-0798-02_l5;Александров А. Д., Вернер А. Л., Рыжик В. И.;Геометрия. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Александров А.Д. (7-9);;99.99.99.99.99.99;181
13-0799-02_l5;Бутузов В. Ф., Кадомцев С. Б., Прасолов В. В. / Под ред. Садовничия В. А.;Геометрия. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Бутузов В.Ф. (7-9);;99.99.99.99.99.99;181
13-0800-02_l5;Александров А.Д., Вернер А.Л., Рыжик В.И.;Геометрия. 10-11 классы. Базовый и углублённый уровни. Электронная форма учебника. (Лицензия 5 лет); 10 - 11;Александров А.Д. (10-11) (Базовый / Профильный);;99.99.99.99.99.99;181
13-0801-02_l5;Бутузов В. Ф., Кадомцев С. Б., Прасолов В. В. / Под ред. Садовничия В. А.;Геометрия. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Бутузов В.Ф. (7-9);;99.99.99.99.99.99;181
13-0802-02_l5;Бутузов В. Ф., Кадомцев С. Б., Прасолов В. В. / Под ред. Садовничия В. А.;Геометрия. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Бутузов В.Ф. (7-9);;99.99.99.99.99.99;181
13-0803-02_l5;Бутузов В. Ф., Прасолов В. В. / Под ред. Садовничия В. А.;Геометрия. 10-11 классы. Электронная форма учебника. (Лицензия 5 лет); 10 - 11;Бутузов В.Ф. (10-11) (Базовый / Углубленный);;99.99.99.99.99.99;181
13-0804-02_l5;Александров А. Д., Вернер А. Л., Рыжик В. И.;Мамематика: алгебра и начала математического анализа, геометрия. Геометрия. 10 класс. Углублённый уровень. Электронная форма учебника. (Лицензия 5 лет);10;Александров А.Д. (10-11)  (Углубленный);;99.99.99.99.99.99;181
13-0805-02_l5;Александров А. Д., Вернер А. Л., Рыжик В. И.;Математика: алгебра и начала математического анализа, геометрия. Геометрия. 11 класс. Углублённое уровень. Электронная форма учебника. (Лицензия 5 лет);11;Александров А.Д. (10-11)  (Углубленный);;99.99.99.99.99.99;181
14-0303-02_l5;Гейн А. Г., Ливчак А. Б., Сенокосов А. И. и др.;Информатика. 10 класс. Базовый и углубленный уровни. Электронная форма учебника. (Лицензия 5 лет);10;Гейн А.Г. (10-11) (Базовый / Углубленный);;99.99.99.99.99.99;181
14-0304-02_l5;Гейн А. Г., Сенокосов А. И.;Информатика. 11 класс. Базовый и углубленный уровни. Электронная форма учебника. (Лицензия 5 лет);11;Гейн А.Г. (10-11) (Базовый / Углубленный);;99.99.99.99.99.99;181
14-0335-01_l5;Рудченко Т. А., Семенов А. Л. / Под ред. Семенова А. Л.;Информатика. 1 класс. Электронная форма учебника. (Лицензия 5 лет);1;Рудченко Т.А. (1-4);Перспектива;99.99.99.99.99.99;181
14-0336-01_l5;Рудченко Т. А., Семенов А. Л. / Под ред. Семенова А. Л.;Информатика. 2 класс. Электронная форма учебника. (Лицензия 5 лет);2;Рудченко Т.А. (1-4);Перспектива;99.99.99.99.99.99;181
14-0337-01_l5;Рудченко Т. А., Семенов А. Л. / Под ред. Семенова А. Л.;Информатика. 3 класс. Электронная форма учебника. (Лицензия 5 лет);3;Рудченко Т.А. (1-4);Перспектива;99.99.99.99.99.99;181
14-0338-01_l5;Рудченко Т. А., Семенов А. Л. / Под ред. Семенова А. Л.;Информатика. 4 класс. Электронная форма учебника. (Лицензия 5 лет);4;Рудченко Т.А. (1-4);Перспектива;99.99.99.99.99.99;181
14-0339-01_l5;Семенов А. Л., Рудченко Т. А.;Информатика. 3 класс Ч. 1. Электронная форма учебника. (Лицензия 5 лет);3;Семёнов А.Л. (3-4);Школа России;99.99.99.99.99.99;181
14-0340-01_l5;Семенов А. Л., Рудченко Т. А.;Информатика. 3-4 классы. Ч. 2. Электронная форма учебника. (Лицензия 5 лет); 3 - 4;Семёнов А.Л. (3-4);Школа России;99.99.99.99.99.99;181
14-0341-01_l5;Семенов А. Л., Рудченко Т. А.;Информатика. 4 класс. Ч. 3. Электронная форма учебника. (Лицензия 5 лет);4;Семёнов А.Л. (3-4);Школа России;99.99.99.99.99.99;181
15-0661-03_l5;Вигасин А. А., Годер Г. И., Свенцицкая И. С. / Под ред. Искендерова А. А.;Всеобщая история. История Древнего мира. 5 класс. Электронная форма учебника. (Лицензия 5 лет);5;Вигасин А.А. и др. (5-9);;99.99.99.99.99.99;181
15-0662-03_l5;Юдовская А. Я., Баранов П. А., Ванюшкина Л. М. / Под ред. Искендерова А. А.;Всеобщая история. История Нового времени. 1500-1800. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Вигасин А.А. и др. (5-9);;99.99.99.99.99.99;181
15-0663-03_l5;Юдовская А. Я., Баранов П. А., Ванюшкина Л. М. / Под ред. Искендерова А. А.;Всеобщая история. История Нового времени. 1800-1900. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Вигасин А.А. и др. (5-9);;99.99.99.99.99.99;181
15-0664-03_l5;Сороко-Цюпа О. С., Сороко-Цюпа А. О. / Под ред. Искендерова А. А.;Всеобщая история. Новейшая история. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Вигасин А.А. и др. (5-9);;99.99.99.99.99.99;181
15-0681-02_l5;Уколова В. И., Ревякин А. В. / Под ред. Чубарьяна А. О.;История. Всеобщая история. 10 класс. Базовый уровень. Электронная форма учебника. (Лицензия 5 лет);10;Чубарьян А.О. (10-11) (Базовый);;99.99.99.99.99.99;181
15-0682-02_l5;Улунян А. А., Сергеев Е. Ю. / Под ред. Чубарьяна А. О.;История. Всеобщая история. 11 класс. Базовый уровень. Электронная форма учебника. (Лицензия 5 лет);11;Чубарьян А.О. (10-11) (Базовый);;99.99.99.99.99.99;181
15-0690-02_l5;Уколова В. И.;История. Древний мир. 5 класс. Электронная форма учебника. (Лицензия 5 лет);5;Сферы-Всеобщая история (5-9);;99.99.99.99.99.99;181
15-0691-02_l5;Ведюшкин В. А., Уколова В. И.;История. Средние века. 6 класс. Электронная форма учебника. (Лицензия 5 лет);6;Сферы-Всеобщая история (5-9);;99.99.99.99.99.99;181
15-0692-02_l5;Ведюшкин В. А., Бовыкин Д. Ю.;История. Новое время. Конец XV - конец XVIII века. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Сферы-Всеобщая история (5-9);;99.99.99.99.99.99;181
15-0693-02_l5;Медяков А. С., Бовыкин Д. Ю.;История. Новое время. Конец XVIII - XIX век. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Сферы-Всеобщая история (5-9);;99.99.99.99.99.99;181
15-0694-02_l5;Белоусов Л. С., Смирнов В. П.;История. Новейшее время. XX - начало XXI века. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Сферы-Всеобщая история (5-9);;99.99.99.99.99.99;181
15-0756-02_l5;Арсентьев Н. М., Данилов А. А., Стефанович П. С. / Под ред. Торкунова А. В.;История России. 6 класс. В 2-х частях. Часть 1. Электронная форма учебника. (Лицензия 5 лет);6;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0757-02_l5;Арсентьев Н. М., Данилов А. А., Курукин И. В. / Под ред. Торкунова А. В.;История России. 7 класс. В 2-х частях. Часть 1. Электронная форма учебника. (Лицензия 5 лет);7;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0758-02_l5;Арсентьев Н. М., Данилов А. А., Курукин И. В. / Под ред. Торкунова А. В.;История России. 8 класс. В 2-х частях. Часть 1. Электронная форма учебника. (Лицензия 5 лет);8;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0759-02_l5;Арсентьев Н. М., Данилов А. А., Левандовский А. А. / Под ред. Торкунова А. В.;История России. 9 класс. В 2-х частях. Часть 1. Электронная форма учебника. (Лицензия 5 лет);9;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0760-02_l5;Горинов М. М., Данилов А. А., Моруков М. Ю. / Под ред. Торкунова А. В.;История России. 10 класс. В 3-х частях. Часть 1. Электронная форма учебника. (Лицензия 5 лет);10;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0852-02_l5;Агибалова Е. В., Донской Г. М. / Под ред. Сванидзе А. А.;Всеобщая история. История Средних веков. 6 класс. Электронная форма учебника. (Лицензия 5 лет);6;Вигасин А.А. и др. (5-9);;99.99.99.99.99.99;181
15-0900-01_l5;Арсентьев Н. М., Данилов А. А., Стефанович П. С. / Под ред. Торкунова А. В.;История России. 6 класс. В 2-х частях. Часть 2. Электронная форма учебника. (Лицензия 5 лет);6;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0901-01_l5;Арсентьев Н. М., Данилов А. А., Курукин И. В. / Под ред. Торкунова А. В.;История России. 7 класс. В 2-х частях. Часть 2. Электронная форма учебника. (Лицензия 5 лет);7;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0902-01_l5;Арсентьев Н. М., Данилов А. А., Курукин И. В. / Под ред. Торкунова А. В.;История России. 8 класс. В 2-х частях. Часть 2. Электронная форма учебника. (Лицензия 5 лет);8;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0903-01_l5;Арсентьев Н. М., Данилов А. А., Левандовский А. А. / Под ред. Торкунова А. В.;История России. 9 класс. В 2-х частях. Часть 2. Электронная форма учебника. (Лицензия 5 лет);9;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0904-01_l5;Горинов М. М., Данилов А. А., Моруков М. Ю. / Под ред. Торкунова А. В.;История России. 10 класс. В 3-х частях. Часть 2. Электронная форма учебника. (Лицензия 5 лет);10;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
15-0905-01_l5;Горинов М. М., Данилов А. А., Моруков М. Ю. / Под ред. Торкунова А. В.;История России. 10 класс. В 3-х частях. Часть 3. Электронная форма учебника. (Лицензия 5 лет);10;Под ред. Торкунова А. В. (6-10);;99.99.99.99.99.99;181
16-0288-03_l5;Боголюбов Л. Н., Виноградова Н. Ф., Городецкая Н. И. / Под ред. Боголюбова Л. Н., Ивановой Л. Ф.;Обществознание. 5 класс. Электронная форма учебника. (Лицензия 5 лет);5;Боголюбов Л.Н. (5-9);;99.99.99.99.99.99;181
16-0289-03_l5;Виноградова Н. Ф., Городецкая Н. И., Иванова Л. Ф. / Под ред. Боголюбова Л. Н., Ивановой Л. Ф.;Обществознание. 6 класс. Электронная форма учебника. (Лицензия 5 лет);6;Боголюбов Л.Н. (5-9);;99.99.99.99.99.99;181
16-0290-03_l5;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф. / Под ред. Боголюбова Л. Н., Ивановой Л. Ф.;Обществознание. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Боголюбов Л.Н. (5-9);;99.99.99.99.99.99;181
16-0291-03_l5;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф. / Под ред. Боголюбова Л. Н., Лазебниковой А. Ю.;Обществознание. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Боголюбов Л.Н. (5-9);;99.99.99.99.99.99;181
16-0292-03_l5;Боголюбов Л. Н., Матвеев А. И., Жильцова Е. И. / Под ред. Боголюбова Л. Н., Лазебниковой А. Ю.;Обществознание. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Боголюбов Л.Н. (5-9);;99.99.99.99.99.99;181
16-0293-02_l5;Боголюбов Л. Н., Аверьянов А. О., Белявский А. В. / Под ред. Боголюбова Л. Н., Лазебниковой А. Ю., Т;Обществознание. 10 класс. Базовый уровень. Электронная форма учебника. (Лицензия 5 лет);10;Боголюбов Л.Н. (10-11) (Базовый);;99.99.99.99.99.99;181
16-0294-02_l5;Боголюбов Л. Н., Городецкая Н. И., Иванова Л. Ф. / Под ред. Боголюбова Л. Н., Лазебниковой А. Ю., Ли;Обществознание. 11 класс. Базовый кровень. Электронная форма учебника. (Лицензия 5 лет);11;Боголюбов Л.Н. (10-11) (Базовый);;99.99.99.99.99.99;181
17-0047-02_l5;Алексашина И. Ю., Галактионов К. В., Орещенко Н. И. / Под ред. Алексашиной И. Ю.;Естествознание. 10 класс. Электронная форма учебника. (Лицензия 5 лет);10;Лабиринт (10-11) (Базовый);;99.99.99.99.99.99;181
17-0048-02_l5;Алексашина И. Ю., Галактионов К. В., Орещенко Н. И. / Под ред. Алексашиной И. Ю.;Естествознание. 11 класс. Электронная форма учебника. (Лицензия 5 лет);11;Лабиринт (10-11) (Базовый);;99.99.99.99.99.99;181
18-0309-02_l5;Пасечник В. В., Суматохин С. В., Калинова Г. С. / Под ред. Пасечника В. В.;Биология. 5-6 классы. Электронная форма учебника. (Лицензия 5 лет); 5 - 6;Линия жизни (5-9);;99.99.99.99.99.99;181
18-0310-02_l5;Пасечник В. В., Суматохин С.В., Калинова Г.С. /Под ред. Пасечника В.В.;Биология. 7 класс.Электронная форма учебника.  (Лицензия 5 лет);7;Линия жизни (5-9);;99.99.99.99.99.99;181
18-0311-02_l5;Пасечник В. В., Каменский А. А., Швецов Г. Г. / Под ред. Пасечника В. В.;Биология. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Линия жизни (5-9);;99.99.99.99.99.99;181
18-0312-02_l5;Пасечник В. В., Каменский А. А., Швецов Г. Г. / Под ред. Пасечника В. В.;Биология. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Линия жизни (5-9);;99.99.99.99.99.99;181
18-0313-02_l5;Беляев Д.К., Дымшиц Г.М., Кузнецова Л.Н., Саблина О.В., Шумный В.К./под ред. Беляева Д.К., Дымшица Г;Биология. 10 класс. Электронная форма учебника. (Лицензия 5 лет);10;Беляев Д.К. (10-11) (Базовый);;99.99.99.99.99.99;181
18-0314-02_l5;Беляев Д.К., Дымшиц Г.М., Бородин П.М. и др./Под ред. Беляева Д.К., Дымшица Г.М.;Биология. 11 класс. Электронная форма учебника. (Лицензия 5 лет);11;Беляев Д.К. (10-11) (Базовый);;99.99.99.99.99.99;181
18-0315-02_l5;Бородин П. М., Высоцкая Л. В., Дымшиц Г. М. / Под ред. Шумного В. К.;Биология. Общая биология. 10-11 классы. Углубленный уровень. В 2-х ч. Ч. 2. Электронная форма учебника. (Лицензия 5 лет); 10 - 11;Под ред. В.К. Шумного. (10-11) (Профильный);;99.99.99.99.99.99;181
18-0317-02_l5;Сухорукова Л. Н., Кучменко В. С., Цехмистренко Т. А.;Биология. Живой организм. 5-6 классы. Электронная форма учебника. (Лицензия 5 лет); 5 - 6;Сферы-Биология (5-9);;99.99.99.99.99.99;181
18-0318-02_l5;Сухорукова Л. Н., Кучменко В. С., Колесникова И. Я.;Биология. Разнообразие живых организмов. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Сферы-Биология (5-9);;99.99.99.99.99.99;181
18-0319-02_l5;Сухорукова Л. Н., Кучменко В. С., Цехмистренко Т. А.;Биология. Человек. Культура здоровья. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Сферы-Биология (5-9);;99.99.99.99.99.99;181
18-0320-02_l5;Сухорукова Л. Н., Кучменко В. С.;Биология. Живые системы и экосистемы. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Сферы-Биология (5-9);;99.99.99.99.99.99;181
18-0321-02_l5;Сухорукова Л. Н., Кучменко В. С., Иванова Т. В.;Биология. 10-11 класс. Базовый уровень. Электронная форма учебника.  (Лицензия 5 лет); 10 - 11;Сферы-Биология (10-11) (Базовый);;99.99.99.99.99.99;181
18-0356-01_l5;Бородин П. М., Высоцкая Л. В., Дымшиц Г. М. / Под ред. Шумного В. К.;Биология. Общая биология. 10-11 классы. Углубленный уровень. В 2-х ч. Ч. 1. Электронная форма учебника. (Лицензия 5 лет); 10 - 11;Под ред. В.К. Шумного. (10-11) (Профильный);;99.99.99.99.99.99;181
19-0446-02_l5;Лобжанидзе А. А.;География. Планета Земля. 5-6 классы. Электронная форма учебника. (Лицензия 5 лет); 5 - 6;Сферы-География (5-9);;99.99.99.99.99.99;181
19-0447-02_l5;Кузнецов А. П., Савельева Л. Е., Дронов В. П.;География. Земля и люди. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Сферы-География (5-9);;99.99.99.99.99.99;181
19-0448-02_l5;Дронов В. П., Савельева Л. Е.;География. Россия: природа, население, хозяйство. 8 класс. Электронная форма учебника. (Лицензия 5 лет);8;Сферы-География (5-9);;99.99.99.99.99.99;181
19-0449-02_l5;Дронов В. П., Савельева Л. Е.;География. Россия: природа, население, хозяйство. 9 класс. Электронная форма учебника. (Лицензия 5 лет);9;Сферы-География (5-9);;99.99.99.99.99.99;181
19-0503-01_l5;Алексеев А. И., Николина В. В., Липкина Е. К. и др. / Под ред. Алексеева А. И.;География. 5-6 классы. Электронная форма учебника. (Лицензия 5 лет); 5 - 6;Полярная звезда (5-9);;99.99.99.99.99.99;181
19-0504-01_l5;Алексеев А. И., Николина В. В., Липкина Е. К. / Под ред. Алексеева А. И.;География. Страны и континенты. 7 класс. Электронная форма учебника. (Лицензия 5 лет);7;Полярная звезда (5-9);;99.99.99.99.99.99;181
